id,hbnew,hb_label,sitenew,site_label,sexnew,sex_label,label,age_label,trans1.1993,trans1.1994,trans1.1995,trans1.1996,trans1.1997,trans1.1998,trans1.1999,trans1.2000,trans1.2001,trans1.2002,trans1.2003,trans1.2004,trans1.2005,trans1.2006,trans1.2007,trans1.2008,trans1.2009,trans1.2010,trans1.2011,trans1.2012,trans1.2013,trans1.2014,trans1.2015,trans1.2016,trans1.2017,trans1.2018
110042041,11,Greater Glasgow and Clyde,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",0,All Persons,41,Crude Rate (Upper 95% CI) (Mortality),7.624129665,7.080890567,7.030847489,6.98284421,8.014261906,8.047991669,8.190453912,7.55025792,7.750482927,7.178871329,8.719224883,7.953236826,7.861282856,6.660363583,7.551095543,7.818838517,8.178213198,8.03944567,7.494066552,7.579766746,8.652415914,9.295486603,8.175838511,7.903298706,8.231628204,8.568282369
110042042,11,Greater Glasgow and Clyde,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",0,All Persons,42,EASR (Mortality),7.297595344,6.641422951,6.619844112,6.521970581,7.329017013,7.975457906,8.039445277,7.043638504,7.133436263,6.400380232,7.98820681,7.046338879,7.279381406,6.345417826,6.986523736,6.702187346,7.507463253,7.285458388,6.580871803,7.11981419,8.054903671,8.46943982,7.200188811,6.998983451,8.062302245,7.300056012
110042044,11,Greater Glasgow and Clyde,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",0,All Persons,44,EASR (Lower 95% CI) (Mortality),5.665527998,5.070985099,5.065350797,4.989734356,5.699054885,6.189563323,6.248469432,5.425866541,5.524822683,4.897791168,6.27014522,5.4636363,5.638272828,4.717329257,5.309008167,5.194741907,5.856146962,5.676317884,5.080212319,5.476729232,6.328495184,6.754109146,5.642455197,5.465169768,6.292334449,5.774820997
110042045,11,Greater Glasgow and Clyde,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",0,All Persons,45,EASR (Upper 95% CI) (Mortality),9.133097875,8.420469601,8.379190298,8.256236232,9.160866118,9.984277455,10.05267586,8.869270775,8.944457381,8.100926143,9.911145946,8.827294894,9.126926621,8.211145095,8.890819693,8.398751086,9.360764878,9.09235262,8.272769991,8.975163874,9.986379577,10.37594613,8.944922786,8.71962793,10.04829899,9.001328384
110042046,11,Greater Glasgow and Clyde,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",0,All Persons,46,WASR (Mortality),4.389943329,3.842899381,4.101034501,4.068539381,4.302992441,4.325799611,4.111955877,3.740629738,4.131359046,3.726066412,4.775481034,4.794899211,4.118234907,3.521216558,4.114461226,4.06914904,4.611245859,3.849989087,3.946803266,3.661513979,4.786764232,5.140771629,4.128763938,3.744845666,3.630583219,3.876826021
110042048,11,Greater Glasgow and Clyde,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",0,All Persons,48,WASR (Lower 95% CI) (Mortality),3.377129544,2.916728746,3.102746058,3.072673359,3.308142162,3.290441526,3.160178935,2.829743913,3.141686981,2.808524943,3.638471376,3.573584781,3.147182155,2.621802409,3.06419688,3.074434372,3.541826243,2.927069196,2.99277936,2.742447237,3.642816109,3.999700176,3.148341637,2.85418335,2.813187327,3.024512379
110042049,11,Greater Glasgow and Clyde,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",0,All Persons,49,WASR (Upper 95% CI) (Mortality),5.533558424,4.89481835,5.236427298,5.202050845,5.42663432,5.500616141,5.187110415,4.776668452,5.254468091,4.771311151,6.064722049,6.192974602,5.21786065,4.551228505,5.317112233,5.201143368,5.819600726,4.897446743,5.030797979,4.711357628,6.084528701,6.422863858,5.240053029,4.754609458,4.550643287,4.83333563
110042050,11,Greater Glasgow and Clyde,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",0,All Persons,50,Standardised Mortality Ratio,105.6557381,91.84857487,95.5736599,104.2405287,105.7655314,119.1420497,101.2893299,92.12045127,93.94994808,86.19718356,110.582771,96.179793,91.67708573,79.52507888,92.64673232,96.37010559,102.9411641,96.28300937,95.53884282,87.08828342,99.57614498,109.5877646,91.65240126,93.76780292,98.80046405,96.64149726
110042051,11,Greater Glasgow and Clyde,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",0,All Persons,51,SMR (Lower 95% CI),82.51800804,70.88679099,73.60336399,80.10128437,82.90329315,93.38834822,79.53390974,71.39208442,73.09866741,66.23628257,87.4110916,74.9768671,71.33024483,60.23151814,71.65297606,74.98169441,80.68944001,75.33552499,74.04129092,67.62745973,78.83537171,87.65606627,72.09042766,73.49898922,77.97178116,76.7472986
110042052,11,Greater Glasgow and Clyde,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",0,All Persons,52,SMR (Upper 95% CI),133.2703372,117.0685485,122.04543,133.3689184,132.9842767,149.8032402,127.1594782,116.9897168,118.8996722,110.283642,138.0123029,121.5173823,116.0232195,103.0339638,117.8693594,121.9625364,129.4330588,121.2525155,121.3309532,110.4051508,124.1015871,135.3399978,114.8870786,117.8989344,123.4836281,120.1165571
111042019,11,Greater Glasgow and Clyde,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,19,Number of deaths: All Ages,37,28,34,39,33,38,43,37,39,31,39,40,42,36,38,35,45,39,38,41,49,48,45,45,49,36
111042039,11,Greater Glasgow and Clyde,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,39,Crude Rate (Mortality),6.6334516,5.040540346,6.164937462,7.124771185,6.081223026,7.036997943,8.011865013,6.942476888,7.298040757,5.81733566,7.360657099,7.570251938,7.942601467,6.815651766,7.16182521,6.555645253,8.368729962,7.206847614,6.963992494,7.495511834,8.944151985,8.72127883,8.110387785,8.022191163,8.656830858,6.318483143
111042040,11,Greater Glasgow and Clyde,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,40,Crude Rate (Lower 95% CI) (Mortality),4.670562098,3.349402454,4.269398408,5.066408803,4.186034116,4.979798565,5.798226436,4.88814442,5.189620406,3.952597343,5.234146747,5.408298972,5.724328516,4.773598705,5.068133769,4.566247118,6.10420906,5.124773167,4.928135564,5.378908703,6.616932877,6.430382541,5.915772503,5.851441283,6.404371125,4.425387914
111042041,11,Greater Glasgow and Clyde,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,41,Crude Rate (Upper 95% CI) (Mortality),9.143339233,7.28498422,8.614882176,9.739796755,8.540298103,9.658829473,10.79192959,9.569289886,9.976661963,8.257243616,10.06226056,10.30853451,10.73608982,9.435734933,9.83016465,9.117315589,11.19801912,9.851997935,9.55862379,10.16850817,11.82464325,11.56315045,10.85233696,10.73432294,11.44478949,8.747443996
111042042,11,Greater Glasgow and Clyde,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,42,EASR (Mortality),8.555836653,6.555621852,7.627535031,8.663201944,7.564651052,9.614225812,10.66530137,8.62310082,8.613143851,6.910260897,8.85256935,8.815050893,9.536905326,8.665967325,8.844741818,7.247301512,9.823011386,8.5461082,7.962939382,9.374314662,10.76523648,9.962509377,9.014294851,9.23019816,11.39239077,7.232010847
111042044,11,Greater Glasgow and Clyde,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,44,EASR (Lower 95% CI) (Mortality),5.985261963,4.258997935,5.236767064,6.130423488,5.138717308,6.716437031,7.631281386,6.024239308,6.081221982,4.668089872,6.220960076,6.256892325,6.836469785,5.8936956,6.072864681,5.016852886,7.11694224,6.038730996,5.604494368,6.63794008,7.876889598,7.309903391,6.539329574,6.705122578,8.315161488,5.038214594
111042045,11,Greater Glasgow and Clyde,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,45,EASR (Upper 95% CI) (Mortality),11.57847872,9.339609237,10.46077269,11.62709348,10.45222372,13.02357598,14.19922493,11.68071097,11.57884605,9.585241734,11.94111551,11.80481223,12.67983506,11.96419562,12.12952432,9.881521249,12.95833504,11.48207128,10.72908815,12.57557788,14.09774896,13.01939105,11.88030494,12.15253734,14.9465762,9.816082364
111042046,11,Greater Glasgow and Clyde,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,46,WASR (Mortality),4.809223851,3.797456125,4.69500049,5.423449408,4.516583824,4.931262822,5.378315966,4.779083358,5.401896353,4.156643148,5.890402897,5.656704422,5.44147093,4.794120282,5.656149267,4.851362756,5.537221283,4.866580577,4.826580607,4.868375493,6.09872524,6.279671084,5.670290135,4.969296066,4.753730691,3.727692683
111042048,11,Greater Glasgow and Clyde,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,48,WASR (Lower 95% CI) (Mortality),3.356392597,2.498458566,3.207087299,3.786794471,3.068665136,3.40997038,3.851369089,3.309725142,3.748003924,2.79386715,4.01245635,3.928140901,3.84830378,3.293691614,3.840785205,3.322675945,3.987315276,3.366745618,3.338356507,3.336248013,4.365997618,4.446242295,3.992596565,3.561570386,3.45228498,2.564097842
111042049,11,Greater Glasgow and Clyde,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,49,WASR (Upper 95% CI) (Mortality),6.519230824,5.364047842,6.461994463,7.349452366,6.239908235,6.728744552,7.156255471,6.514113811,7.353316818,5.785840588,8.123157415,7.695505835,7.306280539,6.571735873,7.817303311,6.66479119,7.337649334,6.638380544,6.584821327,6.685451918,8.116514444,8.424663106,7.637650414,6.607815821,6.260113071,5.105563698
111042050,11,Greater Glasgow and Clyde,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,50,Standardised Mortality Ratio,108.5440161,72.60126743,93.85440536,107.2600979,95.01982528,115.3007959,109.7346352,84.32390041,98.729117,82.35742828,100.144251,98.76070278,98.04228444,80.64268353,93.78191116,90.49052384,113.2598576,92.16383828,99.96939178,90.24628557,105.1163607,116.1722648,95.17176609,97.88399816,107.0776552,81.09582699
111042051,11,Greater Glasgow and Clyde,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,51,SMR (Lower 95% CI),76.42500438,48.24301496,64.99690407,76.27241493,65.40727558,81.59370554,79.4154996,59.37180777,70.20605356,55.9578768,71.21235216,70.556094,70.66025495,56.48114413,66.36566196,63.02996543,82.61251732,65.5374986,70.7442915,64.76229263,77.76566232,85.65625728,69.41893925,71.39725994,79.21663881,56.79852023
111042052,11,Greater Glasgow and Clyde,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,52,SMR (Upper 95% CI),149.6136281,104.9290456,131.1521242,146.6280848,133.4431627,158.2593508,147.8118335,116.2293891,134.9659531,116.8997955,136.9004878,134.4840463,132.5246868,111.643466,128.7230002,125.8504131,151.5506005,125.9910009,137.2158008,122.4292766,138.9694034,154.0275689,127.3473109,130.9764908,141.5623388,112.2708075
112042019,11,Greater Glasgow and Clyde,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,19,Number of deaths: All Ages,34,37,30,24,40,35,31,30,30,32,39,30,27,21,28,34,28,33,29,27,30,38,30,28,28,45
112042039,11,Greater Glasgow and Clyde,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,39,Crude Rate (Mortality),5.511687209,6.020920257,4.910835595,3.954301456,6.637505891,5.828602451,5.187885117,5.050513553,5.065000844,5.424556288,6.648188113,5.140278192,4.639047724,3.616923066,4.815886923,5.832414156,4.789485028,5.624795462,4.91745459,4.573743999,5.084090863,6.416621075,5.041627034,4.663355684,4.642810359,7.435275923
112042040,11,Greater Glasgow and Clyde,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,40,Crude Rate (Lower 95% CI) (Mortality),3.817003617,4.239283505,3.313320154,2.533595556,4.741931521,4.059835168,3.524916237,3.407560286,3.4173348,3.710392486,4.72751165,3.468124111,3.057161681,2.238932385,3.200121886,4.039116352,3.182578018,3.871850383,3.293296515,3.014126115,3.430214756,4.54078297,3.401564589,3.098765985,3.085113766,5.423341279
112042041,11,Greater Glasgow and Clyde,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,41,Crude Rate (Upper 95% CI) (Mortality),7.702030424,8.299045463,7.010523167,5.883687121,9.038399127,8.106175049,7.363788813,7.209922137,7.230603646,7.65785494,9.088292006,7.33806674,6.749570879,5.528851116,6.960297474,8.150214186,6.922139385,7.899304105,7.062285063,6.654557388,7.257855835,8.807313752,7.197236078,6.739847366,6.710153651,9.948984176
112042042,11,Greater Glasgow and Clyde,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,42,EASR (Mortality),6.039354034,6.727224051,5.612153193,4.380739219,7.093382973,6.336690001,5.413589188,5.464176189,5.653728675,5.890499567,7.123844271,5.277626866,5.021857486,4.024868327,5.128305654,6.15707318,5.191915121,6.024808576,5.198804224,4.865313719,5.34457086,6.976370263,5.386082771,4.767768742,4.73221372,7.368101177
112042044,11,Greater Glasgow and Clyde,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,44,EASR (Lower 95% CI) (Mortality),4.167258555,4.725930892,3.762194755,2.797629647,5.051567316,4.406631586,3.668403416,3.680840584,3.806426558,4.020172611,5.052575654,3.550605747,3.300603186,2.486667004,3.399284671,4.251503857,3.43956986,4.140930415,3.472484271,3.195217433,3.596972087,4.928453474,3.621815801,3.156554316,3.136835972,5.361818015
112042045,11,Greater Glasgow and Clyde,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,45,EASR (Upper 95% CI) (Mortality),8.253300507,9.07631581,7.826183509,6.313133219,9.4763576,8.611792361,7.492987414,7.594214015,7.860670006,8.112442499,9.545351705,7.341493286,7.098566143,5.927454566,7.207178189,8.409940661,7.299301399,8.256323584,7.267939471,6.880940907,7.432711222,9.374557074,7.4948796,6.705937439,6.650376671,9.688298689
112042046,11,Greater Glasgow and Clyde,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,46,WASR (Mortality),3.970662807,3.888342636,3.507068511,2.713629355,4.089401057,3.7203364,2.845595788,2.702176118,2.860821739,3.295489677,3.660559172,3.933094001,2.794998884,2.248312835,2.572773184,3.286935325,3.685270434,2.833397598,3.067025926,2.454652464,3.474803224,4.001872174,2.58723774,2.520395266,2.507435747,4.025959359
112042048,11,Greater Glasgow and Clyde,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,48,WASR (Lower 95% CI) (Mortality),2.642140085,2.646481739,2.265660523,1.675564154,2.807496399,2.40628425,1.795415892,1.712064072,1.868116795,2.149909188,2.48858001,2.327455185,1.77451436,1.348844346,1.626453361,2.105965126,2.306149482,1.844232135,1.961228163,1.531538507,2.090420072,2.74055222,1.665646658,1.514731352,1.590376924,2.843108647
112042049,11,Greater Glasgow and Clyde,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,49,WASR (Upper 95% CI) (Mortality),5.5654779,5.36534102,5.015340823,3.997903837,5.60857911,5.316105103,4.133717377,3.91458871,4.061693488,4.681829193,5.055108511,5.95307844,4.043574504,3.373837808,3.732595827,4.726574388,5.382434891,4.031559782,4.416089826,3.591986233,5.205234662,5.498203608,3.708511453,3.777937856,3.629912364,5.411334552
112042050,11,Greater Glasgow and Clyde,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,50,Standardised Mortality Ratio,102.6823493,114.9002879,97.59990784,99.68047188,116.6486786,123.6132196,91.51939785,103.977348,88.38779691,90.27453105,123.4506275,92.94134922,83.26776392,77.679582,91.14937832,103.2779077,89.79351357,101.6523032,90.29511268,82.6941046,91.68350335,102.2661022,86.83574184,87.83184575,87.02767019,114.1465642
112042051,11,Greater Glasgow and Clyde,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,51,SMR (Lower 95% CI),71.11051186,80.90040635,65.85024797,63.8671592,83.3355262,86.10113668,62.18299061,70.15308003,59.63487541,61.74771241,87.78546423,62.70713803,54.87398111,48.08488558,60.56809994,71.52295341,59.66713766,69.97276818,60.47205409,54.495936,61.85847471,72.3695805,58.58771037,58.36362364,57.82925482,83.2592872
112042052,11,Greater Glasgow and Clyde,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,52,SMR (Upper 95% CI),143.488291,158.3749116,139.3299372,148.3166408,158.8423924,171.9160648,129.9044799,148.4341295,126.179076,127.4407024,168.7610718,132.6795551,121.1502248,118.7414926,131.7362301,144.3205243,129.776628,142.7576276,129.6788438,120.3155806,130.8839019,140.3682153,123.9634209,126.9414718,125.7792142,152.7370837
120041019,12,Highland and Argyll,410,Malignant brain cancer,0,All Persons,19,Number of deaths: All Ages,14,23,20,16,18,21,17,22,24,22,27,21,21,14,20,21,27,22,30,30,29,25,28,29,30,29
120041039,12,Highland and Argyll,410,Malignant brain cancer,0,All Persons,39,Crude Rate (Mortality),4.699405861,7.684854155,6.662891028,5.326409002,5.994405222,6.987887661,5.650844303,7.328935972,7.994137632,7.314316111,8.92355488,6.882086911,6.809338521,4.492362983,6.353441977,6.627114365,8.485229415,6.888993268,9.326618168,9.380863039,9.034830831,7.794718299,8.722741433,9.009009009,9.317059536,9.011808577
120041040,12,Highland and Argyll,410,Malignant brain cancer,0,All Persons,40,Crude Rate (Lower 95% CI) (Mortality),2.569208914,4.87153832,4.069866937,3.044502964,3.55266444,4.3256126,3.291825046,4.593005154,5.121994822,4.583842966,5.880678895,4.260120267,4.215087868,2.456016646,3.880847417,4.102288243,5.591819652,4.317295404,6.292630113,6.3292289,6.050768003,5.044330698,5.796198335,6.033474724,6.286180944,6.035349639
120041041,12,Highland and Argyll,410,Malignant brain cancer,0,All Persons,41,Crude Rate (Upper 95% CI) (Mortality),7.884804512,11.53105446,10.2902948,8.649754518,9.473744594,10.68172858,9.047549134,11.09609714,11.89464313,11.07396249,12.98330385,10.5200009,10.40879726,7.537421744,9.812375839,10.13024828,12.34556331,10.4300186,13.31432736,13.39176529,12.97552416,11.50654186,12.60679001,12.93843971,13.30068182,12.94246036
120041042,12,Highland and Argyll,410,Malignant brain cancer,0,All Persons,42,EASR (Mortality),5.266941996,8.31005565,7.77938074,5.821552657,6.953557016,8.220481474,6.157057667,7.822456518,8.894425093,7.127478633,9.166055116,7.133541552,6.862416495,4.286501123,6.304368329,6.391219032,8.465662046,6.28510435,9.049753552,8.790539555,8.373609502,7.582876208,8.007634224,8.821820107,8.739325434,8.239116498
120041044,12,Highland and Argyll,410,Malignant brain cancer,0,All Persons,44,EASR (Lower 95% CI) (Mortality),x,5.247681057,4.685863084,x,x,5.026175337,x,4.865092613,5.64833431,4.458733704,5.972987039,4.396345421,4.224768556,x,3.828758333,3.939144306,5.554596753,3.920076247,6.07826378,5.908174457,5.592823135,4.873678245,5.291110137,5.844112887,5.87640968,5.454154203
120041045,12,Highland and Argyll,410,Malignant brain cancer,0,All Persons,45,EASR (Upper 95% CI) (Mortality),x,12.06498766,11.64427589,x,x,12.18783492,x,11.47075394,12.86566553,10.41209854,13.03195619,10.52249455,10.12949212,x,9.387281121,9.427073185,11.98031744,9.199377607,12.60323896,12.23648258,11.7066675,10.88129108,11.27803607,12.40289253,12.16138019,11.58937679
120041046,12,Highland and Argyll,410,Malignant brain cancer,0,All Persons,46,WASR (Mortality),3.560169224,5.321336355,4.74056516,3.813062421,3.856937258,4.121578297,3.599643241,4.918066016,4.736308446,5.056505702,6.070833262,3.892770454,4.177573108,3.538400144,3.924073457,3.177303955,4.782800054,4.257526578,5.336287447,4.757245131,4.318626777,4.332706146,3.85613303,4.703920232,6.163080003,4.730735594
120041048,12,Highland and Argyll,410,Malignant brain cancer,0,All Persons,48,WASR (Lower 95% CI) (Mortality),x,3.154864391,2.856294125,x,x,2.395739185,x,2.911153355,2.996946639,2.901623391,3.676035594,2.332789606,2.515605846,x,2.169641828,1.922786019,2.947040844,2.416648549,3.404995323,3.012689813,2.781019447,2.427440135,2.437445276,3.005078539,3.634313519,3.052737566
120041049,12,Highland and Argyll,410,Malignant brain cancer,0,All Persons,49,WASR (Upper 95% CI) (Mortality),x,8.044890048,7.094414276,x,x,6.307945806,x,7.442596898,6.867309507,7.800008718,9.056591794,5.845671212,6.254198077,x,6.189747249,4.741768413,7.055849587,6.611105352,7.694486507,6.893898773,6.189196498,6.780809506,5.594989551,6.777291315,9.348764977,6.770384373
120041050,12,Highland and Argyll,410,Malignant brain cancer,0,All Persons,50,Standardised Mortality Ratio,80.31125732,124.7901499,109.4459082,98.71612751,94.57083086,121.3368939,81.02056838,105.4023546,113.5653537,102.7465377,127.2636733,95.02694179,90.24886203,62.30718918,88.13053568,90.97909728,115.2754233,90.6503794,130.6852781,117.4074551,109.912686,94.90804202,102.679557,113.3059244,115.5305676,102.5647291
120041051,12,Highland and Argyll,410,Malignant brain cancer,0,All Persons,51,SMR (Lower 95% CI),43.90691171,79.1062504,66.85240404,56.42479628,56.04866796,75.10944975,47.19746678,66.05509449,72.76346494,64.39070816,83.86756261,58.8231747,55.86546802,34.06392012,53.83242076,56.31749515,75.9672303,56.81011015,88.17280835,79.21431694,73.61025081,61.41948067,68.22981994,75.88275582,77.94798882,68.68920875
120041052,12,Highland and Argyll,410,Malignant brain cancer,0,All Persons,52,SMR (Upper 95% CI),134.7486433,187.2464962,169.0303286,160.3088065,149.4626847,185.4763314,129.7217786,159.5804316,168.9762443,155.5594929,185.161963,145.2587748,137.9549723,104.5408762,136.1104645,139.0712145,167.7196886,137.2457638,186.5613605,167.6064426,157.8529514,140.1029923,148.4005486,162.7262077,164.9270689,147.3000596
121041019,12,Highland and Argyll,410,Malignant brain cancer,1,Males,19,Number of deaths: All Ages,6,9,13,8,10,14,11,15,17,11,15,15,12,10,11,12,18,13,21,19,18,15,15,19,18,18
121041039,12,Highland and Argyll,410,Malignant brain cancer,1,Males,39,Crude Rate (Mortality),4.12254966,6.152499966,8.852510368,5.44584448,6.804017092,9.518046897,7.462382807,10.19049431,11.55213069,7.446016381,10.10386776,10.06076703,7.967545531,6.55067603,7.131095466,7.722753162,11.53964509,8.324475238,13.32419674,12.16264659,11.42980512,9.525926396,9.514627153,12.01277147,11.37038394,11.37031212
121041040,12,Highland and Argyll,410,Malignant brain cancer,1,Males,40,Crude Rate (Lower 95% CI) (Mortality),1.512903068,2.81331476,4.713588938,2.351129112,3.262790665,5.203604808,3.72519461,5.703542306,6.729541835,3.71702455,5.655058086,5.630934936,4.116947042,3.141303779,3.559817163,3.990459252,6.839125026,4.43243247,8.247887787,7.322707766,6.774026898,5.331588691,5.325264591,7.232473154,6.73881014,6.738767572
121041041,12,Highland and Argyll,410,Malignant brain cancer,1,Males,41,Crude Rate (Upper 95% CI) (Mortality),8.973055031,11.67936141,15.13806233,10.73048463,12.51282968,15.96966539,13.35226416,16.80767064,18.4960803,13.32298011,16.66479332,16.59370523,13.91769861,12.04692645,12.7594996,13.4900956,18.23761429,14.23510618,20.36745009,18.99347927,18.06401978,15.71156693,15.69293055,18.7594307,17.97010869,17.96999518
121041042,12,Highland and Argyll,410,Malignant brain cancer,1,Males,42,EASR (Mortality),4.901347975,7.080419198,10.83597249,6.209538859,8.448157915,11.76668541,8.320247815,11.08258288,13.21335406,7.253639011,10.75120622,10.47978658,8.468710641,6.181475224,7.219235932,7.651783364,11.69778009,7.807320712,13.04532639,11.58702029,10.76798222,9.820642533,9.069280894,12.35687191,10.5207336,10.5806747
121041044,12,Highland and Argyll,410,Malignant brain cancer,1,Males,44,EASR (Lower 95% CI) (Mortality),x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,8.030344335,x,x,x,x,x,x,x
121041045,12,Highland and Argyll,410,Malignant brain cancer,1,Males,45,EASR (Upper 95% CI) (Mortality),x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,19.25731569,x,x,x,x,x,x,x
121041046,12,Highland and Argyll,410,Malignant brain cancer,1,Males,46,WASR (Mortality),3.042257859,4.383851633,6.26014699,3.96521237,4.60650066,6.126748006,5.013943479,7.608832382,6.851382357,4.828437768,8.213184094,5.834068011,4.998325218,5.317231236,4.707965748,3.970822458,5.649711058,5.561032693,7.397252742,6.53153293,5.599362727,5.891452284,3.969532237,6.75268858,6.551020404,6.000213723
121041048,12,Highland and Argyll,410,Malignant brain cancer,1,Males,48,WASR (Lower 95% CI) (Mortality),x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,4.317818139,x,x,x,x,x,x,x
121041049,12,Highland and Argyll,410,Malignant brain cancer,1,Males,49,WASR (Upper 95% CI) (Mortality),x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,11.29208629,x,x,x,x,x,x,x
121041050,12,Highland and Argyll,410,Malignant brain cancer,1,Males,50,Standardised Mortality Ratio,64.9040809,86.89989323,128.1050313,79.2100746,100.5056758,143.7034502,93.48681485,114.9736189,143.2659518,95.4465215,123.1462636,114.9326677,86.8691171,69.6921115,82.76832102,92.3892612,131.9841326,91.50383018,161.0904568,123.1757191,112.4367725,104.1839743,92.40544791,122.0596505,114.2276006,115.9926225
121041051,12,Highland and Argyll,410,Malignant brain cancer,1,Males,51,SMR (Lower 95% CI),23.81865379,39.73616475,68.21053389,34.19728805,48.19637814,78.56401344,46.66828114,64.34986169,83.45769641,47.64655964,68.9240289,64.32694165,44.88654043,33.42007637,41.31764764,47.73887944,78.2221617,48.72193579,99.71753176,74.15982929,66.63715727,58.31097953,51.71862773,73.48788308,67.69851548,68.7445793
121041052,12,Highland and Argyll,410,Malignant brain cancer,1,Males,52,SMR (Upper 95% CI),141.2688597,164.9630662,219.063505,156.0754243,184.8335161,241.1099713,167.2737355,189.6314997,229.3826672,170.780192,203.1110343,189.563957,151.7428655,128.1662744,148.0953893,161.3854463,208.5918313,156.4743364,246.2438752,192.3541435,177.698575,171.8356218,152.4087338,190.6112641,180.5288554,183.3183509
122041019,12,Highland and Argyll,410,Malignant brain cancer,2,Females,19,Number of deaths: All Ages,8,14,7,8,8,7,6,7,7,11,12,6,9,4,9,9,9,9,9,11,11,10,13,10,12,11
122041039,12,Highland and Argyll,410,Malignant brain cancer,2,Females,39,Crude Rate (Mortality),5.250411829,9.149848374,4.56564418,5.21209989,5.218253451,4.562311397,3.910476166,4.575641897,4.573340041,7.187193728,7.78654485,3.845020058,5.703819658,2.51597645,5.606219166,5.572927954,5.548158012,5.515246593,5.486065394,6.724374022,6.727952195,6.125011484,7.958469035,6.107429688,7.33119914,6.7281168
122041040,12,Highland and Argyll,410,Malignant brain cancer,2,Females,40,Crude Rate (Lower 95% CI) (Mortality),2.266755165,5.002307249,1.835625755,2.250214789,2.252871459,1.834285804,1.435075833,1.839645356,1.83871989,3.587821213,4.023421349,1.411054595,2.608149552,0.685518904,2.563520393,2.548297531,2.536971136,2.521921939,2.508578437,3.356783284,3.358569495,2.937181084,4.237549582,2.928749929,3.788137575,3.358651665
122041041,12,Highland and Argyll,410,Malignant brain cancer,2,Females,41,Crude Rate (Upper 95% CI) (Mortality),10.34540439,15.35189083,9.406971975,10.2699146,10.28203957,9.400105169,8.511460317,9.427571094,9.42282839,12.85987489,13.60152684,8.368989928,10.82762642,6.441898981,10.64235028,10.57915319,10.53213213,10.469656,10.414261,12.03176259,12.03816493,11.2641142,13.60922443,11.23178065,12.80612952,12.03845945
